"Text","Author","Likes"
"''sustainable capitalism'' and ''digital democracy'' aka globalist corporatist techno-communism ruled by the upper elite. We truly live in the age of deception, not the age of innovation. AI is useful, but won''t be even close to as transformational and valuable as these intellectuals living in their bubbles and fantasies want to believe. Covering precious land with solar panels and wind turbines is just stupid. Yes it has its uses but definetly not like this. And electric vehicles, don''t even get me started about their ''sustainability''.  Long story short, it''s all just politics. Science and innovation has been politicized and commercialized. And as long as it remains this way, it will stay dead.","@realsemig",""
"So far...","@nevilleraheemdavis5568",""
"""sustainable capitalism"" if you laugh you go to super hell","@xn5164",""
"Global Governance? No thank you.  P.s. Cheaper and cheaper solar panels are all thanks to Cheap Chinese Coal powering the factories...  so not quite ''clean'' ...   and solar power cannot drive the heavy mining machinery and vehicles needed to mine the inputs for these panels....","@MikeClarkeARVR",""
"Because i was dumb enough to click?","@bingdong8571",""
"""This changing Everything""? What a stupid claim.","@videodude8137",""
"Global governance, or 1776 again","@jamesmcneil8093",""
"Would be nice to watch a video talking about the WORLD and not have it always refer to America","@jezmanurfan1266",""
"","@philsophkenny",""
"In reality its fir me not all u I want to chat with him as he himself saw me befor any of u and stayed silent I seen th boy i remeber you and being at ur house and he knows for a fact Heather husband is full of shit. About wheel chairs yes brother ill see u tomorrow morning and night. Facts I just spoke to my self funny how to morrow is Veterans day like spoke it into alignment lol  math''s king ok I figured out me free will is the only incalculable thing and one man had the grace to tango even when blind who I was speaking to as I at the time was a baby amongst u reborn truly not verbally.","@EricObrien-w1g","1"
"Sustainable capitalism... oxymoron if I ever heard one.","@maxwellj7049",""
"hahahah I''m going to do everything against global governance","@akosbertalot",""
"What a bunch of crap","@egonar89","1"
"America only gave land to white people","@thief2801",""
"Global governance my *ss.","@oldsoulpro",""
"ba esse canal é um lixo. video divertido kkkkk mas ba que lixo. estadunidense é foda msm","@ThePedroPimenta",""
"Global governance…No thanks.","@PK112010",""
"I liked this guy until he spewed socialist, globalist nonsense at the very end. Literally the last 3 sentences were globalist dreams of America distributing our wealth to the third world savages who hate us. What a waste of 15 minutes of my life.","@johnholly7520",""
"I really really want to learn about what is going on in the world, but you all make such ridiculous claims. ""Abundant Clean Energy"" is synonymous with ""The Last Frontier"" and whatever other bs the US government used to lure so many people to their deaths in order to grind down the natives and secure their hold on the continent. ""Abundant Clean Energy"" will probably be one of the most expensive resources commodities ever, because the cost of access will be whatever the people in power want it to be, and I''m not going to say anything about the others. You all who are creating all of this have your head up a pig''s ass and are trying tell everyone it smells like home cooking.","@CoffeeOutpost1",""
"yeah the civil war wasnt even 50% because of slavery lol, is your only history book called: ""the big book of government propaganda and allowed opinions""","@djfghwetrysdfg",""
"13:47 LoL, ""sustainable capitalism"" is even more BS than the AI ​​BS in this video.","@alexkart9239",""
"This is so delusional.  He seems like a really nice guy.  But AI is turning out to be a total scam.  ""Clean"" power has turned out to be filthy and corrupt and has left billions of people without power.  As for gene-editing - we have no idea how that will turn out.  This simply isn''t going to happen.","@UsurpersAndAssassins",""
"Yeah digital ""democracy""","@VinterAngel14",""
"More WEF nonsense. Where do these people live ?","@johnxxx5085",""
"ruling class gibberish","@patatesliboreksutlucorek",""
"This video makes me nauseous","@cheeseheadfiddle",""
"EAT THE RICH!!!!","@MichaelLee1-111",""
"ok everything was great until you said ""GLOBAL GOVERNANCE"" ... so like one government for the whole world? ... well Eff that!","@joelfgallarde",""
"global governance (14’10’’)  another propaganda message from the world elite. unsubscribe","@quantaplusplus",""
"So nice but they''re gonna and try to depopulate","@StankyNuttz",""
"This guy''s an absolute techno-optimist and kook. ""Sustainable Capitalism""? ""Digital Democracy""? These are basically oxymorons for anyone who knows anything about how capitalism or the internet works.  Yeah, the dissatisfied masses can (and hopefully will) replace our technofeudal overlords with socialism, clean energy is great and bioengineering and AI have great potential; But as things currently stand, we''re looking at a future where AI is used to control the masses and funnel more money to the wealthy and bioengineering is only available for the wealthy. We''re living in a dystopia and this guy seems to think we''re the ones in control.","@therealduckshow",""
